"year","state","state_abv","state_party_control","...1","democrat_county_vote","republican_county_vote","other_county_vote","county_totalvotes","state_totalvotes","vep","vap","statecrime.population","statecrime.rates.property.all","statecrime.rates.property.burglary","statecrime.rates.property.larceny","statecrime.rates.property.motor","statecrime.rates.violent.all","statecrime.rates.violent.assault","statecrime.rates.violent.murder","statecrime.rates.violent.rape","statecrime.rates.violent.robbery","statecrime.totals.property.all","statecrime.totals.property.burglary","statecrime.totals.property.larceny","statecrime.totals.property.motor","statecrime.totals.violent.all","statecrime.totals.violent.assault","statecrime.totals.violent.murder","statecrime.totals.violent.rape","statecrime.totals.violent.robbery"
2016,"District of columbia","DC","NA",12944,282830,12723,15715,311268,311268,517863,565352,681170,4802.9,346.6,4019.8,436.5,1205.9,596.5,20.4,78.1,510.9,32716,2361,27382,2973,8214,4063,139,532,3480
2016,"Florida","FL","Republican",869526,4504975,4617886,297178,9420039,631142613,976712466,1107725472,1381033413,180015.6,32608.9,133383.6,14023.1,28830.1,19443.4,361.8,2472.3,6559.29999999999,37105404,6721775,27493584,2890045,5942900,4007672,74437,509066,1351725
2016,"Georgia","GA","NA",2081469,1877963,2089104,147644,4114711,654239049,1106660511,1245246819,1639348989,477715.5,97689.5999999998,338685.9,41324.1000000001,63218.3999999998,37921.5,1049.4,5406,18825.6,49253430,10071696,34920375,4261359,6517410,3910605,108279,557931,1940595
2016,"Hawaii","HI","NA",52690,266891,128847,33199,428937,1715748,4053196,4483048,5714228,11970.8,1684.8,8703.2,1583.2,1236.8,775.2,10,173.2,278.4,171012,24068,124328,22616,17668,11076,140,2476,3976
2016,"Idaho","ID","NA",580646,189765,409055,91613,690433,30379052,51453424,55270292,74058160,76744.8,16517.6,54797.6,5429.6,10133.2,7568,127.6,1878.8,558.8,1291708,277992,922328,91388,170544,127380,2156,31636,9372
2016,"Illinois","IL","NA",1353489,3090729,2146015,321963,5558707,566988114,918521628,1008532548,1305756978,208998,38239.8000000001,154897.2,15861,44502.6,25551,836.400000000001,3906.60000000001,14208.6,26755212,4894878,19829514,2030820,5697108,3270630,107508,500616,1818354
2016,"Indiana","IN","NA",1229718,1033126,1557286,144546,2734958,251616136,447125704,466688400,610240876,238224.8,47288,170503.6,20433.2,37232.4,22990.8,607.200000000001,3468.4,10166,15801828,3136924,11309652,1355252,2469740,1524900,40388,230092,674360
2016,"Iowa","IA","NA",1332738,653669,800983,111379,1566031,155037069,226300140,237997881,310334607,206514,47470.5,143312.4,15741,28769.4,20988,227.7,3940.20000000001,3623.39999999999,6473709,1487970,4492422,493317,901890,657756,7029,123453,113652
2016,"Kansas","KS","NA",1424220,427005,671018,86380,1184403,124362315,216166545,230674920,305265345,283027.5,51880.4999999999,206104.5,25053,39942.0000000001,28770,399.000000000001,4735.5,6037.5,8228535,1508220,5991930,728385,1161300,836430,11655,137760,175455
2016,"Kentucky","KY","NA",1641180,628854,1202971,92324,1924149,230897880,393905160,411690240,532436880,262764.000000001,56351.9999999999,179688,26735.9999999999,27875.9999999999,13620,707.999999999998,4440,9107.99999999998,11658960,2500080,7972560,1186320,1236960,604560,31200,196920,404280
2016,"Louisiana","LA","NA",881184,780154,1178638,70240,2029032,129858048,216206656,228083264,299626624,211052.8,47392,149523.2,14131.2,36230.4,25369.6,755.199999999999,2483.2,7622.40000000001,9880704,2218688,7000320,661696,1696128,1187584,35456,116224,356864
2016,"Maine","ME","NA",234753,357735,335593,54599,747927,12714759,18016124,18346349,22635143,27976.9,5110.2,21875.6,989.4,2104.6,1212.1,25.5,525.3,340,372504,68051,291278,13175,28016,16150,340,7004,4522
2016,"Maryland","MD","NA",331908,1677928,943169,160349,2781446,66754704,100375200,111929712,144394728,54828,9849.6,40257.6,4720.8,11328,6331.2,192,700.8,4104,3298680,592608,2422056,284016,681600,380976,11544,42144,246936
2016,"Massachusetts","MA","NA",193879,1995196,1090893,188466,3274555,45843770,69436388,76354894,95364906,21855.4,3945.2,16254,1656.2,5276.6,3710,28,436.8,1103.2,1488746,268702,1107232,112812,359478,252700,1876,29792,75110
2016,"Michigan","MI","NA",1153451,2268839,2279543,250902,4799284,398340572,617318061,644527287,824048900,158521.7,33075.5,108572.3,16865.6,38097,25688.5,498,5959.40000000001,5951.09999999999,15738460,3284144,10779708,1674608,3782476,2550507,49634,591375,590960
2016,"Minnesota","MN","NA",1216434,1367716,1322951,254146,2944813,256198731,345830742,369112116,480235824,185597.1,29327.7,142514.7,13754.7,21106.2,11370.9,156.6,3697.5,5872.5,10244772,1618722,7866714,759336,1165278,627879,8787,204276,324336
2016,"Mississippi","MS","NA",1153453,485131,700714,23512,1209357,99167274,179763106,186004946,245075532,226984.2,64074.8000000001,151052.2,11865.4,23001,12267.2,656,3501.4,6576.39999999999,6784024,1915028,4514428,354568,687406,366622,19516,104714,196554
2016,"Missouri","MO","NA",1643198,1071068,1594511,141802,2807381,325656196,523941028,546264416,706788000,324695.6,60366.4000000001,229494.4,34834.8,60250.4000000001,41852.8,1020.8,4860.4,12504.8,19783684,3678360,13983104,2122220,3670704,2550028,62292,296264,762120
2016,"Montana","MT","NA",798084,177709,279240,40198,497147,27840232,44936416,45697288,58381120,150276,21134.4,114408,14733.6,20624.8,15898.4,196,3102.4,1428,1566656,220304,1192744,153608,215040,165760,2016,32368,14896
2016,"Nebraska","NE","NA",1332318,284494,495961,63772,844227,78513111,124837248,133466439,177361788,210486.9,31424.7,156016.8,23045.4,27063,17363.1,241.8,4845.3,4612.8,4014159,599292,2975442,439425,516150,331173,4557,92442,87978
2016,"Nevada","NV","NA",244477,539260,512058,74067,1125385,19131545,33128104,38425797,49980986,43972.2,10898.7,25450.7,7621.1,11527.7,6730.3,129.2,1001.3,3665.2,1292799,320450,748289,224060,338912,197863,3808,29461,107780
2016,"New hampshire","NH","NA",143945,348526,345790,49980,744296,7442960,10487570,10829810,13347950,15129,2220,12257,653,1976,1207,13,436,320,201940,29630,163600,8710,26370,16110,170,5820,4270
2016,"New jersey","NJ","NA",302610,2148278,1601933,123835,3874046,81354966,125186040,144971778,187833849,32436.6,5936.7,23839.2,2658.6,5145,2608.2,88.2,340.2,2108.4,2901192,530964,2132340,237888,460194,233205,7812,30513,188664
2016,"New mexico","NM","NA",476421,385234,319667,93418,798319,26344527,48617019,52820691,68673495,129924.3,27403.2,83899.2,18621.9,23182.5,16203,221.1,2418.9,4339.5,2703723,570273,1745931,387519,482427,337161,4587,50358,90321
2016,"New york","NY","NA",898039,4547562,2814589,345212,7707363,477856506,838608900,959364936,1224207918,95827.2000000001,12505.4,78802,4519.8,23324.4,14154.6,198.4,1965.4,7006,18921222,2468902,15560016,892304,4605670,2794898,39060,388120,1383592
2016,"North carolina","NC","Republican",1456550,2189316,2362631,189617,4741564,474156400,737021300,789873300,1014678800,273750,71040,187620,15080,37220,24550,670,2810,9200,27776500,7208200,19037700,1530600,3776900,2490600,67800,284900,933600
2016,"North dakota","ND","NA",776026,93758,216794,33808,344360,18251080,29960635,30731626,40171456,121682.7,22678.7,85271.7,13732.3,13308.3,9545.30000000001,106,2390.3,1266.7,922306,171879,646335,104092,100859,72345,795,18126,9593
2016,"Ohio","OH","NA",1294700,2394164,2841005,261318,5496487,483690856,770858704,794472624,1022064824,226820,50679.2000000001,161242.4,14898.4,26426.4,12205.6,492.800000000001,4232.8,9486.4,26343416,5885704,18727016,1730696,3069176,1417768,57552,491832,1102024
2016,"Oklahoma","OK","NA",1139215,420375,949136,83481,1452992,111880384,214419821,228849929,302114197,229683.3,57110.8999999999,148717.8,23854.6,34634.6,23947,477.399999999999,4004,6206.20000000001,9011849,2240931,5834983,935935,1358896,939554,18865,157003,243474
2016,"Oregon","OR","NA",534654,1002106,782403,216827,2001336,72048096,108540252,116420724,147364740,106718.4,14832,80280,11602.8,9525.60000000001,5907.6,100.8,1512,2001.6,4368420,607176,3286296,474948,389880,241848,4068,61956,82008
2016,"Pennsylvania","PA","NA",998501,2926441,2970733,218228,6115402,409731934,649385574,677682354,856543209,116760.9,18612.6,91307.6000000001,6840.70000000001,21198.8,12066.7,348.4,2324.9,6458.79999999999,14927265,2379840,11673276,874149,2709949,1542809,44287,297011,825842
2016,"Rhode island","RI","NA",89637,252525,180543,31076,464144,2784864,4713264,5093100,6338556,11392.2,2151.6,8334,906.6,1433.4,859.2,16.2,250.8,306.6,120348,22728,88044,9576,15144,9078,174,2652,3240
2016,"South carolina","SC","NA",688413,855373,1155389,92265,2103027,96739242,170472642,178534510,228211474,149214.8,30576.2,105731,12907.6,23082.8,16790,340.4,2212.6,3739.8,7402688,1516896,5245472,640320,1145216,832968,16836,109802,185610
2016,"South dakota","SD","NA",991419,117458,227721,24914,370093,24426138,41478888,42977814,57119964,130719.6,22875.6,96386.3999999999,11457.6,27614.4,21450,204.6,3880.8,2072.4,1131306,198000,834174,99132,238986,185658,1782,33594,17952
2016,"Tennessee","TN","NA",1434690,870695,1522925,114407,2508027,238262565,466122250,490479015,631863430,271139.5,57579.4999999999,191966.5,21593.5,60125.5000000001,44393.5,693.499999999999,3876.00000000001,11162.5,18034325,3829640,12768380,1436305,3999215,2952980,46170,257830,742235
2016,"Texas","TX","NA",3880231,3877868,4685047,406311,8969226,2278183404,4440627390,5262440834,7077099384,700989.200000001,135585.2,502437.399999998,62941.2000000003,110337.6,66446.3999999998,1346.19999999999,12192,30378.3999999999,195312538,37779960,139992354,17540224,30744668,18511520,375412,3395218,8462518
2016,"Utah","UT","NA",447122,310676,515231,305523,1131430,32811470,57590201,62040512,88485293,85593.5,12200.3,64472.8,8923.3,7041.2,4062.9,69.6,1444.2,1464.5,2611682,372244,1967186,272252,214803,123946,2088,44080,44689
2016,"Vermont","VT","NA",216153,178573,95369,41135,315077,4411078,6926612,7082432,8744316,23763.6,4713.8,18418.4,631.4,2216.2,1548.4,30.8,399,238,148428,29442,115038,3948,13846,9674,196,2492,1484
2016,"Virginia","VA","Republican",2000919,1981473,1769443,233715,3984631,514017399,777945981,845755863,1085123232,239862.6,30702,194157.9,15015.6,28070.3999999999,15763.8,748.199999999999,4192.5,7365.90000000002,20177148,2582322,16332174,1262652,2360958,1325862,62436,353073,619587
2016,"Washington","WA","NA",608205,1742718,1221747,244749,3209214,125159346,199818723,222057849,284232000,136269.9,26317.2,92675.7000000001,17277,11785.8,7008.3,105.3,1645.8,3022.5,9931467,1918020,6754293,1259154,858897,510900,7605,120003,220389
2016,"West virginia","WV","NA",860310,188794,489371,34886,713051,39217805,78328525,80000800,100710610,112596,27934.5,77126.5000000001,7535,19695.5,15317.5,242,1974.5,2161.5,2061785,511555,1412235,137995,360635,280445,4455,36135,39600
2016,"Wisconsin","WI","NA",1130796,1381823,1404440,189490,2975753,214254216,308205216,323499888,416066976,139197.6,24199.2,102585.6,12405.6,22024.8,13413.6,288,2462.4,5860.8,8043840,1398600,5928264,716976,1272888,775080,16488,142488,338832
2016,"Wyoming","WY","NA",362319,55973,174419,25457,255849,5884527,9882962,10263244,13466523,45017.9,6957.5,34918.6,3141.8,5616.6,4501.1,78.2,805,232.3,263580,40733,204447,18400,32890,26358,460,4715,1357
2020,"Alabama","AL","NA",1058466,849624,1441170,32488,2323282,155659894,253451687,263963853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Alaska","AK","NA",649932,153778,189951,13840,357569,14660329,21715609,22814163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Arizona","AZ","NA",238200,1672143,1661686,51465,3385294,50779410,77007060,85086630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Arkansas","AR","NA",1194375,423932,760647,34490,1219069,91430175,163374600,174933150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"California","CA","NA",927507,11110250,6006429,384202,17500881,1015051098,1498722030,1768427134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Colorado","CO","NA",1027360,1804352,1364607,88021,3256980,208446720,275022400,293067584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Connecticut","CT","NA",128708,1080831,714717,28309,1823857,14590856,21241712,23102184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Delaware","DE","NA",48282,296268,200603,7139,504010,1512030,2235393,2394312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"District of columbia","DC","NA",16096,317323,18586,8447,344356,344356,503118,544795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Florida","FL","NA",1080710,5297045,5668731,101680,11067456,741519552,1054755808,1178768386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Georgia","GA","NA",2582637,2474507,2461837,62138,4998482,794758638,1191043242,1316942940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Hawaii","HI","NA",65298,366127,196855,11475,574457,2297828,4189864,4582472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Idaho","ID","NA",719334,287021,554119,26221,867361,38163884,59528216,63515584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Illinois","IL","NA",212901,99296,127035,5594,231925,78438672,118238094,128839516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
